,name,steps,cuisine
5108,italian cheesecake,"preheat oven 350 f. butter and flour a 10 inch springform pan, place on baking sheet. using electric mixer combine ricotta, eggs, sugar, orange peel, orange juice, cream and vanilla. pour into prepared pan, bake 1 1/2 hours. turn oven off, rest cake for 30 minutes then cool.",Italian
5109,zuppa di cozze melewen-style,"in a big pot, combine the wine, butter, garlic, olive oil, and 1/2 tablespoon of the parsley over medium-high heat. bring to a simmer and cook, uncovered, for about four minutes, until it's aromatic. add salt to taste. add in the mussels. cover the pan tightly and steam the mussels until they open, about 5 minutes, shaking the pan occasionally so they cook evenly. discard any mussels that did not open. divide between two bowls for a main course, among four for a second course. serve with slices of crusty bread to soak up the broth; top with the remaining parsley.",Italian
5110,italian meatball soup,"mix ground turkey, egg whites, bread crumbs, 2 cloves of garlic, and 2 tablespoons of italian seasoning until well blended; shape mixture into 32 meatballs. spray large saucepan with pam; heat over medium heat until hot. cook meatballs until browned on all sides, 5-7 minutes. add chicken broth, water, green beans, carrots, onions, remaining 2 cloves garlic, and remaining 1 tablespoon italian seasoning to saucepan; heat to boiling. reduce heat and simmer, covered until vegetables are almost tender, about 8 minutes. heat soup to boiling; add pasta and tomatoes. reduce heat and simmer, uncovered, until pasta is al dente, about 10 minutes. season to taste with salt and pepper.",Italian
5111,italian delight,"-in a large skillet combine oil, onion, green pepper. saute for a little while and then add garlic and beef. saute until all vege's are tender and beef is nearly brown. add all remaining ingredients except cheese and stir until spaghettii is well-blended. place mixture into a lightly-greased 2 quart casserole and sprinkle with cheese. bake at 375 degrees for 30 minutes or until cheese is melted and bubbly.",Italian
5112,parmesan rice &amp; pasta pilaf,"in a large skillet, heat oil. sauté vermicelli and onion until golden brown, about 2 to 4 minutes over medium-high heat. drain off oil. add rice, stock, water, pepper, and bay leaf. cover and simmer 15-20 minutes. fluff with fork. cover and let stand 5-20 minutes. remove bay leaf. sprinkle with cheese and serve immediately.",Italian
5113,"delicious penne vodka with fresh mushrooms, mozzarella, olives,","boil water and cook penne.  also heat vodka sauce in medium sauce pot. meanwhile, sauté mushrooms over medium-low heat in 2 tablespoons of the olive oil until lightly golden brown then set aside. drain tomatoes very well then sauté in remaining 2 tablespoons of olive oil and garlic powder to taste over medium heat until heated well through and remaining water cooks out, drain again in colander; set aside. when pasta is cooked, drain well and return to pot.  add sauce, mushrooms and tomatoes, gently stir in olives and fresh mozzarella pearlini. transfer to large serving bowl and serve immediately. ** serve with grated parmesan cheese on hand at table, but not directly on pasta dish as it alters the final taste and it's just so delicious that it really doesn't need it.",Italian
5114,easiest lasagna,"pour 1 1/2 cups sauce into a greased lasagne pan (extra deep 9 x 13 or larger). add a layer of uncooked noodles (half of the noodles), overlapping them as necessary. add 1/2 of uncooked meat, leaving it in small chunks. sprinkle with onion. mix about 1/2 cup of the hot water with the cottage cheese and spread over previous layers. cover with 1 1/2 cups sauce. add last layer of noodles. top with slices of american cheese. add rest of the meat, in chunks. cover with the last 2 cups of sauce, and press down with a spatula to remove air pockets. pour the rest of the hot water around the edges of the pan. cover with foil and bake 1 1/2 to 2 hours at 350 degrees (check for dryness and add more water if necessary after an hour), until a knife inserted in the center easily pierces noodles. remove foil and sprinkle with the mozzarella, parmesan and basil.  bake uncovered another 20 minutes, and then let stand a few minutes before cutting and serving. i have used fat free cheeses with good results.",Italian
5115,pasta fagioli soup with smoked sausage,"in a large pot lightly brown the sausage slices on both sides then remove to a bowl. in the same pot heat the oil over medium heat; add in onion and saute for about 5-6 minutes or until softened. add in the garlic, pepper flakes, basil and oregano; cook stirring for 2 minutes. add the sausage back to the pot along with the broth, bouillon powder, diced tomatoes with juice, tomato sauce, both cans of beans, parmesan cheese and 1-2 teaspoons ground black pepper; stir with a wooden spoon and bring to a simmer over medium heat. reduce heat to low and simmer covered for about 1 hour, stirring occasionally. season with seasoned salt or white salt. meanwhile in another pot cook the small shell pasta until al dente; drain then add to the soup before serving. serve with more parmesan cheese on the side.",Italian
5116,pine nut stuffed basil tomatoes,"prepare rice; set aside. toast pine nuts, dry, in a pan over medium heat, shaking the pan gently as they brown. the natural oil content in the nuts will make toasting a quick process (about 3 minutes). alternatively, you can toast them on a baking sheet in a pre-heated 325 degree oven until just golden (about 2-3 minutes). note: pine nuts can burn very easily, with about 15 seconds between ""perfect"" and ""burned"" so the best way to toast is on the stove, keeping your eyes on them the whole time. toss the pine nuts, basil, and olive oil with the brown rice. add salt and pepper to the mixture (to taste). cut off and discard the tops of the tomatoes. remove the tomato pulp and seeds. fill each tomato with the rice mixture. serve warm or chilled (i like them warm!).",Italian
5117,easy tortellini carbonara,"cook tortellini in a large dutch oven according to package directions. drain and set aside. in same pan as tortellini was cooked, fry bacon until crisp.  drain on paper towels and crumble.  set aside. reserve 1 1/2 tablespoons of the bacon drippings in the dutch oven.  sautee garlic in hot bacon drippings for 30 seconds. remove from heat and stir in tortellini, bacon, cheese and whipped cream. sprinkle with pepper to taste and serve!",Italian
5118,max &amp; erma's tuscan chicken recipe,"bake potatoes or boil pasta to serve with chicken. preheat a broiler or charcoal grill to cook chicken. in a small bowl, combine chicken breasts, 2 tablespoons of olive oil and 1 teaspoon of ground black pepper. stir to coat the chicken breasts. wash and quarter mushrooms. peel and cut onions into thin strips. chop garlic, wash and quarter roma tomatoes lengthwise. drain artichokes and measure out remaining ingredients. place chicken breasts in broiler or on grill and cook for 3 to 5 minutes. while chicken is cooking, prepare the topping for chicken in a large sauté pan. heat 2 tablespoons of olive oil until it is hot add the onion and garlic and sauté until softened. add the mushrooms and artichokes 2 teaspoons of black pepper, italian seasoning and salt and continue cooking for 2 to 3 minutes. turn the chicken breasts over to complete cooking on grill or broiler. cooking time will vary depending on the thickness of the chicken and the temperature of the grill or broilers. be sure that the chicken is cooked thoroughly. add your favorite white wine to mushrooms and artichokes and reduce by 1/2 volume. toss in roma tomatoes and heat just until warm. just before serving, toss in the whole butter until it is just melted. place the chicken breasts on a platter or dinner plate and top with sauté pan of tuscan vegetables. serve with a baked potato, or angel hair pasta garnished with a nice large sprig of italian parsley. serve immediately and enjoy.",Italian
5119,super quick pasta al pomodoro,"bring a large pot of salted water to a boil. add pasta and cook to al dente. while pasta is cooking, drain tomatoes into a sieve set over a large bowl. open one end of each tomato, squeezing the seeds into the sieve. squeeze the remaining pulp into mush with your hand and place in a second bowl. once all the tomatoes have been deseeded and squished, discard the contents of the sieve. place a large saute pan over medium heat. add olive oil. when shimmering, add garlic and saute until fragrant, about 1 minute. add tomato pulp and cook 1-2 minutes until pulp breaks down and releases juices. remove pulp back to bowl with slotted spoon. add juices from the other bowl to the pan. bring to a boil and cook until juices thicken, 2-4 minutes. it's ready when your spatula leaves bare metal when swiped through the liquid. add balsamic vinegar, and salt and pepper to taste. return pulp to pan and taste for seasoning. add another drop of olive oil for freshness. when pasta is cooked, transfer from boiling water to tomato sauce. cook briefly, tossing to coat. serve in heated bowls, topped with basil.",Italian
5120,mixed fry recipe,"prepare all the vegetables as directed and set aside. to make the batter, in a bowl, combine the flour, salt, baking soda, olive oil, vinegar, and enough water to make s smooth, dense batter. in a deep-fat fryer, a deep frying pan, wok, or saucepan, pour in oil to a depth of 3 inches. heat the oil to 375 degrees f. in batches, dip the vegetables (reserve the onions) into the batter and slip into the oil. do not crowd the pan or the oil temperature will drop and the vegetables will absorb the oil. fry, turning as needed, until golden brown, about 5 minutes. using tongs or a slotted spoon, transfer to paper towels to drain, then keep warm on a warmed platter in an oven preheated to 200 degrees f. fry the onions last and scatter the slices over the top. serve hot with the lemon wedges. notes: paper-thin lemon slices, halves mushrooms, and pieces of carrion and fennel can also be dipped in a batter and fried. cook the cardoon in boiling salted water for 20 minutes and the fennel for 10 minutes before coating with batter and deep-frying.",Italian
5121,polenta fig cake,"preheat oven to 375. grease an 8"" cake pan. beat yolks and sugar in a large bowl. in a saucepan bring milk, grappa, and salt to a boil, remove from heat. gradually add milk to egg mixture. return everything to the saucepan, add corn meal and whisk until thickened and beginning to bubble. add figs, raisins, nuts and fennel seeds to mixture, pour into the cake pan. bake 40 minutes until set and edges pull away from pan. cool 20 minutes in the pan, invert onto a plate, serve warm  or at room temperature.",Italian
5122,risotto-stuffed tomatoes,"slice the tops off the tomatoes and set aside. scoop out the seeds and pulp from the tomatoes with a teaspoon, but be careful not to cut through to the base. chop the pulp and keep the seeds, but discard the hard, central cores. heat the oil in a medium saucepan and tip in the rice. fry gently over a low heat for 2 minutes, stirring frequently to stop the rice from browning, then add the scallions, zucchini and mushrooms and fry gently for 2 more minutes. preheat the oven to 375°f pour in the stock then stir in the dried herbs, tomato pulp and seeds - the seeds will add fibre, and won't be noticeable in the finished dish. cook gently for about 15-20 minutes, stirring frequently until the rice is tender and the stock has been absorbed - add extra stock or water if necessary. turn off the heat, tear the basil leaves into the pan and scatter with parmesan. season with salt and pepper and stir well. put the tomatoes in an ovenproof dish and fill each one generously with the risotto. replace tomato tops and bake, uncovered, for 15-20 minutes until the tomatoes are tender. cool for 5 minutes, then serve with a few arugula leaves on top.",Italian
5123,herbed olive puree,"puree the olives, onion, garlic, mint leaves, oil, fennel seeds, cumin, and coriander in a food processor until smooth. place the puree in a serving bowl, cover with plastic wrap, and set aside at room temperature for at least 6 hours. before serving, stir well, top with the minced herbs, and place on a plate with the warm pita bread sections.",Italian
5124,italian alfredo sauce,"melt butter in frying pan over medium heat. crack pepper into melted butter, more is better, at least 1 tbsp (cracked). add garlic salt to taste (at least 1 tsp). add cream. melt in slowly at least 4 tbsp of paramesan or tbsp for every person over 4 people, i.e. 6 people - 6 tbsp. stir constantly, do not allow sauce to ""break"" or bubble up and foam. this makes the sauce runny. once sauce has reached desired thickness, mix sauce with pasta, adding more parmesan to glue it all together.",Italian
5125,princess soup,"1.brown and drain sausage. 2.in a large soup pot combine the chicken broth/stock the un-drained tomatoes, potatoes, onions, celery, carrots, cabbage and italian seasoning. add drained sausage. bring to a boil and reduce heat. simmer for about 15 minutes. 3.stir in the beans, corn, zucchini and tortellini; simmer for 10 to 15 more minutes until the vegetables are tender. season with salt and pepper to taste. 4.serve with garlic bread and grated mozzarella cheese. enjoy like a princess or prince!",Italian
5126,jeana's white sauce,"heat every thing together on med heat until boiling.  reduce and simmer about 15 minutes.  add 1/2 cup cooked bacon or ham. you can add frozen peas, asparagus, artichokes--whatever vegetable-meat combination you like. serve over cooked tortellini or any pasta you like. garnish with fresh chopped bell peppers (i use red). if the sauce is too thick for your taste, add some milk until thinner.",Italian
5127,"cheesy, cheesy, manicotti","tomato sauce:  saute 1 large onion, chopped, and 1 sweet red bell pepper, (seeded and chopped) in 3 tablespoons olive or salad oil until tender. mix in 2 cloves garlic (minced or pressed), 1 large can (28oz.) tomatoes, 1/2 cup dry red wine (optional).  1 teaspoons each sugar and salt, and 1 tablespoons dried basil leaves.  bring to boiling.  cover and simmer 20 minute  uncover and cook, stirring occasionally about 10 minutes until sauce is reduced to about 1 quart. spoon 1 cup of the tomato sauce into a greased 13- by- 9 inch baking dish. mix ground beef, parsley, onions, salt, herbs, cottage cheese.  jack cheese and 1/4 cup of the parmesan cheese. divide mixture into 12 to 16 equal portions. stuff uncooked manicotti shells with it.  place filled shells in baking dish. pour remaining sauce evenly over them.  sprinkle with remaining parmesan cheese.  cover tightly with foil (refrigerate, if made ahead). bake at 350°f until manciotti are tender, about 1 1/4 hours  (1 1/2 hours if refreigerated). uncover.  bake 5 minute to brown lightly. serve sprinkled with additional parmesan cheese.",Italian
5128,frittelle ricotta uvetta e cioccolato (ricotta fritters),"in a large bowl, thoroughly mix together ricotta and flour. add eggs, raisins, chocolate chips, orange peel, baking powder, zest and pinch salt. mix thoroughly to combine. in a deep sided skillet, pour in enough oil to come 1 inch up the sides of the pan. attach a deep-fry thermometer and heat oil over medium-high heat to 365f to 370°f add batter in batches, a tablespoonful at a time, pushing the batter off the spoon with the rounded corner of a spatula (do not crowd the pan). batter should puff slightly into balls. if not, slightly reduce heat. fry fritters, turning with a slotted spoon until golden on all sides, about 4 minutes. using a slotted spoon, transfer to paper towels to drain; sprinkle generously with sugar and serve warm.",Italian
5129,italian wedding soup firehouse style,"put chicken broth in large pot on med. high. add chicken, carrots, celery, onion, tomatoes, parsley and meatballs. reduce heat to simmer. add salt to taste. remove chicken after 1-1/2 hours, dice, then return to pot. cook tortellini and egg noodles according to directions, drain and add to pot. simmer for another 1/2 hour. add escarole last 5 mins., stir to mix. turn off heat, serve with your favorite bread or loaf, cheese, and enjoy.",Italian
5130,the best fettuccini alfredo,"boil fettuccini as directed; adding salt and a bit of parsley for taste. cook your choice of meat; for the chicken breast strips, i like to bake them covered with foil in the oven at 425 for about 25 mins. flavoring the meat is very important. for both the shrimp and chicken i use garlic, salt, pepper, and parsley. the ham can be left as is. after the meat and the fettuccini are done cooking, i make the alfredo sauce so that it won't be standing too long, since it may start to get clumpy. in a large saucepan, melt the stick of butter. add garlic cloves, parsley, and pepper. when the garlic has softened a bit and the butter is completely melted, stir in the heavy whipping cream with a wisk. stir with wisk on med-low heat until it is almost boiling. add parmesean and romano cheeses until sauce starts to thicken. this shouldn't take long, so don't leave the kitchen, or it will easily burn! you may add all or just some of the cheese. the more you add, the thicker your sauce will be. add salt for taste. after the sauce is the right consistency, add your choice of meat and stir on low heat for about 4 minutes. serve over the fettuccini and enjoy!",Italian
5131,spinach lasagna (easy no-boil method),"preheat oven to 350 degrees f. in large skillet or stock pot, brown ground beef and onion; drain. stir in spaghetti sauce. simmer 10 minutes (to heat through), stirring occasionally. in medium bowl, combine mozzarella cheese, fresh or frozen spinach, ricotta cheese, eggs and garlic powder; stir until well blended. in 13-by-9-inch baking dish, layer 1/2 of the uncooked lasagna noodles, 1/2 of the meat mixture, all of the spinach mixture, remaining half of noodles and meat sauce. pour the 1/3 cup of water over lasagna. cover snugly with foil. bake covered at 350 f for 45 minutes. remove foil from lasagna; sprinkle with parmesan cheese. bake, uncovered, an additional 10 to 15 minutes or until hot and bubbly and noodles are tender. let stand 10 minutes before serving. yields 8 servings. serve with a tossed salad, mom's onion parmesan bread #109257 and a nice bottle of red wine (such as italian chianti, lambrusco, or red rose). any leftovers are great reheated the next day. note: recipe can be made ahead; use a disposable aluminum pan and bake, freeze and reheat all in the same pan. or, you can assemble the lasagna without baking it and then freeze it, baking it on the day it will be served.",Italian
5132,chicken stuffed shells with tomato cream sauce,"cook shells according to package directions. take 6 minutes off of cooking time. drain well, cool under cold running water, and toss with a minimal amount of olive oil (or cooking spray) to prevent sticking. meanwhile, season chicken on both sides with salt and pepper. cut into small pieces. heat 3 tbsp olive oil in a large skillet over medium-high heat. cook chicken until golden brown on both sides. drain on paper towels. in same skillet, cook garlic, onion, carrot, celery and red pepper flakes. cook 5 minutes. add spinach, and cook 10 minutes more. season with salt and pepper. combine chicken and spinach mixture. purée in a food processor or blender. (if you have a small machine, do this in batches.). in a large bowl, combine ricotta, egg, romano, parsley and basil. season with salt and pepper and mix well. add chicken purée and combine very well. chill for 30 minutes. meanwhile, prepare sauce. in a large stockpot, heat 3 tbsp olive oil on medium-high heat. add onion, garlic and carrot, and sauté until onion begins to brown. add tomatoes and purée. stir well. add wine and bring to a boil. reduce heat to low and let simmer 30 minutes. after 30 minutes, add parsley and basil to sauce, and cook 15 minutes more. working in batches, purée sauce in blender; return to same pot. (if you have a hand blender, you can use it right in the pot). add cream and simmer 15 minutes. season to taste with salt and pepper. set aside. preheat oven to 350 degrees f. spray a large baking pan well with cooking spray. place a thin layer of sauce in bottom of baking pan. stuff shells with chicken mixture. (i find a pastry bag with no tip is ideal for this. if you don't have one, try a demitasse spoon.) mixture should come to top of shells. place shells in baking pan in a single layer. when all shells are filled, cover with sauce. top with grated provolone, and parsley. bake for 20 minutes. cheese should be golden and sauce should be bubbly. let sit for 10 minutes before serving. note: you can substitute half-and-half, or evaporated skim milk for the cream. the cream sauce can be made up to 2 days ahead. the entire dish can be made ahead of time and frozen (either baked or unbaked). cover top with plastic wrap then aluminum foil. if unbaked: remove plastic wrap, and re-wrap with foil. place in a low oven (250 degrees f.) and bake until a knife is easily inserted. then raise heat to 350 degrees f. and bake as above. if baked: remove plastic wrap and rewrap with foil. bake at 350 degrees f. until hot.",Italian
5133,panna cotta,in a medium saucepan sprinkle the contents of the gelatin packet over the half and half and let stand for 5 minutes. over low heat stir the gelatin mixture until it totally dissolves. add the heavy cream. add half of the vanilla and sugar. stir again over the low heat until the sugar is dissolved. taste and add remaining vanilla if you wish. wipe the insides of 4-1/2 cup ramekins with a light coating of canola oil. ladle in the cream mixture and let stand until cool. place in the fridge for 4 hours. you can serve in the dishes or invert. serve with fresh fruit.,Italian
5134,chunky garlic and herb marinara sauce,"clean the garlic and finely dice. clean the onion and roughly chop. in a large stockpot, place the olive oil.  add the garlic and onion.  cook, stirring occasionally, over medium high heat for about 5 to 7 minutes. wash and roughly chop the tomatoes. add to garlic and onion. cook and stir for 10 minutes. add cans of diced tomatoes, tomato paste, red wine, cane sugar, salt and pepper. wash and roughly chop the basil and oregano.  stir into the sauce. lower heat to medium low and let simmer, stirring occasionally, for 25 to 30 minutes.  serve with your favorite pasta! this recipe makes 2 quarts of sauce. even better the next day, but if you prefer simply seal in a freezer bag or container and freeze. will keep up to 4 months.  just thaw, heat and serve!",Italian
5135,cinnamon espresso biscotti,"cream butter until soft.  add 1 celsius flour, sugar, eggs, baking powder, and vanilla.  mix well.  stir in 1 celsius flour, cinnamon, and mix well.  add espresso and remaining 1/2 celsius flour.  add more flour if dough is too wet. divide dough in half and shape each portion into a 9"" x 2"" log.  place on lightly greased cookie sheet.  bake at 375 degrees for 25 minutes. cool on cookie sheet for 1 hour. cut each log diagonally into 10 slices.  lay slices on ungreased cookie sheet.  bake for 8 minutes at 325 degrees.  turn over and bake for an additional 8 minutes until crisp.  cool on wire rack. freeze espresso beans.  place them in a ziplock bag and crush with a rolling pin.  put them in a microwave safe dish and add 1 teaspoons vanilla.  microwave on high at 30 second intervals until melted.  slowly add milk and stir until smooth.  brush glaze over each biscotti and freeze until set.",Italian
5136,quinoa &amp; kale lasagna,"preheat oven to 350 degrees.  lightly grease a 13x9 inch casserole dish with cooking spray or oil. spread prepared quinoa evenly in the dish. heat oil in a medium saucepan.  add onions and cook until transparent and starting to brown.  add the mushrooms; cook until they're softened and very little if any moisture remains in pan.  add the garlic and the tomato sauce.  stir until hot, then set aside. in med. bowl combine cottage cheese with the egg; mix well.  stir in parmesan, basil and oregano. spread 1/3 of the tomato sauce over the quinoa. then add layer of sliced zucchini, then all the cottage cheese mixture, then 1/3 of the tomato sauce, then all the kale or spinach, ending with the remaining tomato sauce.  spread mozzarella evenly on top. bake for about 35 min, until hot and the cheese is melted, bubbling, and slightly brown at edges.  serve.",Italian
5137,italian pot roast,"heat 1 cup beef broth. add mushrooms and soak until softened. heat a large dutch oven over medium-high heat. add meat and cook until brown on all sides. transfer meat to a plate. add pancetta, onion, carrot and celery. cook, stirring, until golden. add garlic and cook 1 minute. season with salt and pepper. add bay leaf, sage, parsley, tomato paste and wine. simmer until reduced by half, about 20 minutes. add meat, tomatoes, porcini mushrooms, mushroom liquid and 2 cups beef broth. bring to a simmer, cover, and cook 2 1/2 to 3 hours, or until meat is tender. turn meat over halfway through cooking time. transfer meat to a cutting board. let meat stand 10 minutes before slicing. serve with vegetables and juice.",Italian
5138,"pasta with tomatoes, peas and cream","cook pasta in boiling, salted water until al dente. about a minute before the pasta is finished, add the frozen peas to the boiling water. drain pasta and peas. meanwhile, cook chopped onion in olive oil over medium heat until tender. add diced tomatoes, basil, cream, salt and the pepper flakes. stir and heat, but do not boil. serve sauce over pasta.",Italian
5139,phil's italian sausage,"mix well. shape into patties. wrap individually to  freeze if desired. to prepare, fry as any pork sausage. will  make 24 patties. note: no salt is used in this recipe for diet reasons  and so many spices are used i have never noticed the salt being  deleted.",Italian
5140,bucatini con melanzane e salsiccia,"peel and dice the eggplant, put the pieces in a colander, sprinkle them well with salt, and let them sit for an hour in the sink, while the salt draws out the bitter juices. rinse and pat them dry. set pasta water to heat, salt it when it boils, and cook the bucatini. while doing this, skin and crumble the sausage into a pan, add the eggplant and a couple of tablespoons of olive oil, and sauté the mixture until the sausage begins to brown and the eggplant has wilted. add the tomatoes, thyme, and continue cooking covered for about 10 minutes, adding a little more liquid if the sauce looks like it's drying out. when the pasta is done, season it with the sauce and serve it with the cheese on the side.",Italian
5141,riso al latte (rice and milk) with strawberries,"in a large saucepan, bring the milk to a boil. add the rice and stir well. cook at a slow simmer stirring frequently until all the milk has been absorbed. about 30 minutes. while the rice is cooking, plump the raisins in hot water for about 30 minutes then drain them. add the raisins to the rice when it is done along with the butter and the sugar. stir well to blend it all together. it should be a pudding like consistency. serve warm, topped with the strawberries.",Italian
5142,shaved brussels sprouts with pancetta,"using a sharp knife or mandoline, thinly slice brussels sprouts crosswise, discarding root ends. (the ""shaved"" sprouts should resemble confetti.). pour vegetable oil into a large pot over high heat; add pancetta and stir until slightly crisp, about 5 minutes. reduce heat to medium-high, add brussels sprouts, and cook, stirring often, until sprouts are bright green and tender, 3 to 5 minutes. add salt, black pepper, crushed red pepper flakes, &amp; cashews and toss to warm. sprinkle with parmesan cheese or pecorino romano or asiago cheese. serve hot. notes:. *use a fork stuck in the core end of the sprout to keep your fingers away from the blade. **to toast cashews put them on a baking sheet spread out, in a 350ºf oven for 10 minutes, &amp; they will toast nicely.",Italian
5143,lou malnati's style house dressing,"crush and dice garlic, mix all ingredents. best if you let set overnight before using.",Italian
5144,family secret chicken parmesan,i. pound chicken flat. ii. add a bit of salt for taste and to bring out the taste of the sauce. iii. cut breasts in half. iv. dip breast halves in egg. v. dip egged breast in bread crumbs. vi. fry in skillet until brown (10 mins) or until chicken is done. vii. remove from skillet. viii. add sauce to skillet and heat. ix. add chicken to heated sauce. x. pour chicken and sauce over prepared spaghetti. xi. sprinkle cheeses on.,Italian
5145,anita's salad dressing,whisk all ingredients together (garlic should be in a few chunky pieces). let sit over night in a covered container in the refrigerator to get full flavor.,Italian
5146,garlicky italian zest grilled chicken sandwich on texas toast,"in frying pan, grill chicken and red peppers &amp; onions. sprinkle fresh garlic on top of chicken. in meantime cook the garlic toast as per directions on box. put chicken on toast . top with cheese. enjoy.",Italian
5147,"sausage, bell pepper and onion","combine bell, peppersm onion, garlic and jalapenos in a large skillet or electric frying pan, add olive oil, cover and cook over medium heat for five minutes. add fennel seeds, salt and pepper cover and continue cooking until vegetables are soft while vegetables are cooking, grill sausage. serve with italian read or focaccia.",Italian
5148,orzo with roasted peppers and goat cheese,"roast peppers over flame of gas burner, or hot grill, or under the broiler until the skin is blackened and charred. remove from heat and place in a large bowl. cover with plastic wrap and allow to sit until cool enough to handle, about 15-20 minutes. with clean paper towels wipe off skin. remove stems and seeds &amp; chop. set aside. heat a large saute pan over medium-high heat, add olive oil. when hot enough, add onions and cook until onions are translucent, about 5 minutes. add diced peppers &amp; minced garlic and saute for about 3 minutes. bring to a boil a large pot with water or chicken or vegetable broth and add the orzo and cook, for about 4-5 minutes, partially cooking, to al dente. drain and reserve pasta water. add orzo to peppers, adding 1 cup of the pasta water. cook over medium heat, stirring constantly, until pasta is cooked tender and consistency is creamy. stir in olives and goat cheese until melted and well blended. season with salt and freshly ground black pepper, to taste. garnish with parsley, olives and a drizzle of olive oil.",Italian
5149,carrabba's italian grill meatballs,"combine all ingredients except olive oil in a bowl. heat oil in large saute pan over medium high heat. roll mixture into 1 1/2"" balls and fry until golden brown. remove with a slotted spoon lined with paper towels.",Italian
5150,vegetarian spaghetti and &quot;meatballs&quot;,"cook and drain spaghetti as directed on package. in large bowl, mix rice, oats, onion, bread crumbs, milk, basil, oregano, red pepper (if desired) and egg. shape into 12 balls. roll balls in wheat germ. in 10-inch skillet, heat oil over medium heat. cook balls in oil about 10 minutes, turning occasionally, until golden brown. heat pasta sauce until hot. serve sauce and ""meat"" balls over spaghetti. sprinkle with cheese.",Italian
5151,opryland hotel italian cheese mold,"preheat oven to 350f and butter a 5 cup mold; sprinkle interior of mold with 2 tablespoons of the cheese. heat oil in medium saucepan over medium heat; add flour and cook, stirring constantly until fully incorporated. gradually add milk; cook about 5 minutes or until thickened and smooth. remove from heat and cool to room temperature. add eggs, one at a time, beating well after each addition. stir in remaining cheese and seasonings until well-blended. pour into prepared mold; place mold in baking dish half-filled with water. bake for 60 minutes or until a deep golden brown and a knife inserted in the center comes out clean. cool in mold for about 15 minutes; loosen edges with knife and unmold. serve with your favorite zesty tomato sauce.",Italian
5152,low carb tuscan soup,"brown sausage in dutch oven,. while sausage is browning in a smaller pot cook cauliflower in chicken broth and butter until very tender, let cool then blend until smooth. after the sausage is browned add bell peppers and cook until tender, then add spinach and 3 cups of water and bring to boil. after mixture is boiling add the basil and oregano and let cook for 5 minutes. now add the blended cauliflower to the mixture and salt to taste and bring to a boil once more. serve with topping of parmesan cheese.",Italian
5153,anchovy-olive pasta sauce,"in a medium saucepan combine olive oil and anchovies. cook over medium heat, stirring to mash anchovies, 3 to 5 minutes. add garlic and onion and cook until tender, 5 minutes or so. stir in remaining ingredients and  simmer, uncovered, 15 minutes.",Italian
5154,authentic italian tomato sauce,"in a large pot, sauté onion and garlic in olive oil. empty plum tomatoes into large bowl and squash with your hands. add all ingredients (including any meatballs or sausage you want to add) to pot and simmer for 3 hours.",Italian
5155,simple spaghetti meatballs,"add the oil to a large frying pan on medium heat. slice the onion, garlic and celery and add to the pan and fry for a couple of minutes. add the meatballs and leave for 10 minutes, stir occasionally. add the spaghetti to a pan of boiling water for 10 minutes. meanwhile add the can of chopped tomatoes, seasoning, mixed herbs and squirt of tomato ketchup to the meatball sauce and simmer for a further 10 minutes. drain the spaghetti and add to the meatball sauce, stir in and serve.",Italian
5156,italian mushroom soup,"melt butter in medium saucepan over medium-low heat. add mushrooms and onion and cook until onion is translucent, stirring occasionally,about 10 minutes. stir in tomato paste; add stock and vermouth and simmer 10 minutes to blend flavors. degrease soup, if necessary. season with salt and pepper. serve immediately, passing parmesan separately.",Italian
5157,cheeseburger calzone (beef and cheese foldover),"in a skillet, brown meat and onions over medium heat; drain. stir in sauce, then set aside. pre-heat oven to 375°f. on an ungreased cookie sheet, unroll crescent rolls into 4 triangles, overlapping on the long sides. firmly press perforations and edges to seal, and pat to form 15x13"" rectangle. spread meat mixture lengthwise in a 4"" wide strip down the center of dough to within 1"" of ends. top meat with cheese. fold sides and ends of dough 1"" over filling. bring long ends over, crimping the edges. pinch edges to seal. sprinkle with sesame seeds if desired. bake for 20-25 minutes or until golden brown. let stand for 5 minutes before serving.",Italian
5158,garlic shrimp,"heat oil in a large skillet over high heat. add shrimp and garlic and cook for about two minutes. add salt, pepper and wine and continue cooking until shrimp are thoroughly done. add lemon juice, stir and serve.",Italian
5159,scalidi cookies,"melt butter, allow to cool to room temperature.  allow eggs to warm to room temperature.  separate yolks from 11 eggs, keep 12th egg whole. have deep fryer available. beat yolks and whole egg in electric mixer. until thick and lemon colored (about 25 minutes). slowly add sugar and salt after eggs have been beating for 15 minutes. when eggs are thickened, add cooled butter. mix baking powder with a 1 tablespoons flour, add to egg mixture.  continue adding flour a little at a time until you form medium-firm dough. knead dough until it is smooth. oil surface of dough, cover and let rest for 1/2 hour. hand roll chunks of rested dough into 1/4 inch thickness rope-like lengths. cut rolled dough lengths into 6 inch long pieces. loop pieces into pretzel-like shapes. fry in deep fat until golden brown. when cool, dip one at a time into boiling honey to glaze. allow to cool on rack with paper towel under rack.",Italian
5160,basil pesto,"in a blender, pulse the basil, pine nuts, garlic, salt, and pepper until finely chopped. with the blender still running, gradually add enough oil to form a smooth and thick consistency. transfer the pesto to a medium bowl and stir in cheese. season the pesto with more salt and pepper, to taste. the pesto can be made 2 days ahead. cover and refrigerate.",Italian
