,steps_tokens,steps_tokens_bow,cuisine
12131,"['peel', 'and', 'core', 'pineapple', 'cut', 'into', 'small', 'pieces', 'puree', '2', 'cups', 'of', 'it', 'and', 'set', 'the', 'rest', 'aside', 'combine', 'the', 'puree', 'sugar', 'spices', 'ginger', 'salt', 'and', 'lemon', 'juice', 'in', 'a', 'medium', 'saucepan', 'bring', 'the', 'mixture', 'to', 'a', 'boil', 'then', 'cook', 'over', 'medium', 'heat', 'for', '5', 'minutes', 'stirring', 'as', 'needed', 'to', 'make', 'a', 'pineapple', 'syrup', 'add', 'the', 'pineapple', 'chunks', 'chilies', 'and', 'red', 'onion', 'reduce', 'the', 'heat', 'a', 'little', 'and', 'cook', 'over', 'medium', 'low', 'heat', 'for', '25', 'minutes', 'the', 'puree', 'and', 'the', 'pineapple', 'chunks', 'will', 'blend', 'together', 'with', 'the', 'chunks', 'retaining', 'some', 'of', 'their', 'texture', 'move', 'the', 'chutney', 'to', 'a', 'bowl', 'and', 'let', 'it', 'sit', 'for', '1-2', 'hours', 'before', 'serving', 'it', 'will', 'keep', 'for', 'at', 'least', 'a', 'week', 'in', 'the', 'refrigerator', 'but', 'do', ""n't"", 'add', 'the', 'mint', 'until', 'your', 'e', 'ready', 'to', 'serve', 'it', 'enjoy']","['peel', 'core', 'pineapple', 'cut', 'small', 'pieces', 'puree', 'set', 'rest', 'aside', 'combine', 'puree', 'sugar', 'spices', 'ginger', 'salt', 'lemon', 'juice', 'medium', 'saucepan', 'bring', 'mixture', 'boil', 'cook', 'medium', 'heat', 'stirring', 'needed', 'make', 'pineapple', 'syrup', 'add', 'pineapple', 'chunks', 'chilies', 'red', 'onion', 'reduce', 'heat', 'little', 'cook', 'medium', 'low', 'heat', 'puree', 'pineapple', 'chunks', 'blend', 'together', 'chunks', 'retaining', 'texture', 'move', 'chutney', 'bowl', 'let', 'sit', 'serving', 'keep', 'least', 'week', 'refrigerator', 'add', 'mint', 'e', 'ready', 'serve', 'enjoy']",Indian
11878,"['combine', 'first', '9', 'ingredients', 'in', 'a', 'large', 'zip-top', 'plastic', 'bag', 'add', 'lamb', 'seal', 'and', 'shake', 'to', 'coat', 'refrigerator', '8', 'hours', 'or', 'overnight', 'heat', 'oil', 'in', 'a', 'large', 'saucepan', 'over', 'medium-high', 'heat', 'add', 'lamb', 'mixture', 'cook', '4', 'minutes', 'stirring', 'constantly', 'add', 'broth', 'scraping', 'pan', 'to', 'loosen', 'browned', 'bits', 'bring', 'to', 'a', 'boil', 'cover', 'reduce', 'heat', 'and', 'simmer', '1', 'hour', 'increase', 'heat', 'to', 'medium-high', 'partially', 'cover', 'and', 'cook', '1', 'hour', 'or', 'until', 'lamb', 'is', 'tender', 'uncover', 'and', 'cook', '5', 'minutes', 'or', 'until', 'sauce', 'thickens', 'remove', 'from', 'heat', 'stir', 'in', 'yogurt', 'and', 'cilantro', 'serve', 'over', 'basmati', 'rice']","['combine', 'first', 'ingredients', 'large', 'zip', 'top', 'plastic', 'bag', 'add', 'lamb', 'seal', 'shake', 'coat', 'refrigerator', 'overnight', 'heat', 'oil', 'large', 'saucepan', 'medium', 'high', 'heat', 'add', 'lamb', 'mixture', 'cook', 'stirring', 'constantly', 'add', 'broth', 'scraping', 'pan', 'loosen', 'browned', 'bits', 'bring', 'boil', 'cover', 'reduce', 'heat', 'simmer', 'increase', 'heat', 'medium', 'high', 'partially', 'cover', 'cook', 'lamb', 'tender', 'uncover', 'cook', 'sauce', 'thickens', 'remove', 'heat', 'stir', 'yogurt', 'cilantro', 'serve', 'basmati', 'rice']",Indian
8848,"['3', 'carrots', '1/4', 'inch', 'piece', 'ginger', '1', 'teaspoons', 'lemon', 'juice', '2', 'tablespoons', 'sugar', '1/4', 'cup', 'mint', 'sprigs', 'wash', 'apple', 'beetroot', 'and', 'carrots', 'and', 'peel', 'off', 'the', 'skin', 'with', 'a', 'peeler', 'cut', 'these', 'in', 'to', 'wedges', 'transfer', 'these', 'wedges', 'in', 'to', 'a', 'juice', 'extractor', 'add', '1', 'cup', 'of', 'water', 'and', 'blend', 'it', 'for', 'few', 'seconds', 'add', 'ginger', 'lemon', 'juice', 'and', 'mint', 'as', 'mentioned', 'above', 'blend', 'it', 'again', 'till', 'you', 'get', 'smooth', 'texture', 'add', 'few', 'pieces', 'of', 'ice', 'in', 'you', 'glass', 'and', 'pour', 'this', 'juice', 'and', 'have', 'it', 'immediately', 'serve', 'chilled']","['carrots', 'piece', 'ginger', 'lemon', 'juice', 'sugar', 'mint', 'sprigs', 'wash', 'apple', 'beetroot', 'carrots', 'peel', 'skin', 'peeler', 'cut', 'wedges', 'transfer', 'wedges', 'juice', 'extractor', 'add', 'water', 'blend', 'seconds', 'add', 'ginger', 'lemon', 'juice', 'mint', 'mentioned', 'blend', 'till', 'get', 'smooth', 'texture', 'add', 'pieces', 'ice', 'glass', 'pour', 'juice', 'immediately', 'serve', 'chilled']",Indian
12777,"['heat', 'the', 'oil', 'in', 'a', 'large', 'pan', 'over', 'medium-high', 'heat', 'and', 'saute', 'the', 'onions', 'until', 'they', 'turn', 'dark', 'brown', 'mix', 'the', 'garlic', 'cayenne', 'turmeric', 'and', 'cumin', 'with', '1', 'tablespoon', 'water', 'to', 'make', 'a', 'thick', 'paste', 'add', 'the', 'paste', 'to', 'the', 'onions', 'and', 'saute', 'for', '5', 'minutes', 'add', 'the', 'tomates', 'and', 'stir', 'constantly', 'over', 'medium', 'head', 'until', 'the', 'tomatoes', 'start', 'to', 'break', 'up', 'about', '2', 'minutes', 'avoid', 'scorching', 'add', 'the', 'chicken', 'and', 'mix', 'to', 'coat', 'with', 'the', 'spices', 'stir', 'over', 'medium', 'heat', 'for', '10', 'minutes', 'add', '1', 'cup', 'water', 'and', 'the', 'salt', 'and', 'bring', 'mixture', 'to', 'a', 'boil', 'lower', 'heat', 'and', 'simmer', 'uncovered', 'until', 'the', 'chicken', 'is', 'cooked', 'through', 'about', '30', 'minutes', 'add', 'the', 'vinegar', 'and', 'sugar', 'simmer', 'for', '1', 'minute', 'then', 'taste-adjust', 'sugar', 'salt', 'and', 'vinegar', 'as', 'necessary']","['heat', 'oil', 'large', 'pan', 'medium', 'high', 'heat', 'saute', 'onions', 'turn', 'dark', 'brown', 'mix', 'garlic', 'cayenne', 'turmeric', 'cumin', 'water', 'make', 'thick', 'paste', 'add', 'paste', 'onions', 'saute', 'add', 'tomates', 'stir', 'constantly', 'medium', 'head', 'tomatoes', 'start', 'break', 'avoid', 'scorching', 'add', 'chicken', 'mix', 'coat', 'spices', 'stir', 'medium', 'heat', 'add', 'water', 'salt', 'bring', 'mixture', 'boil', 'lower', 'heat', 'simmer', 'uncovered', 'chicken', 'cooked', 'add', 'vinegar', 'sugar', 'simmer', 'taste', 'adjust', 'sugar', 'salt', 'vinegar', 'necessary']",Indian
11706,"['wash', 'the', 'daal', 'lentils', 'thoroughly', 'place', 'in', 'a', 'heavy', 'bottomed', 'pan', 'with', 'the', 'water', 'cook', 'partially', 'covered', 'over', 'medium', 'heat', 'until', 'it', 'reaches', 'a', 'boil', 'stir', 'frequently', 'and', 'skim', 'off', 'any', 'froth', 'that', 'rises', 'to', 'the', 'top', 'add', 'the', 'salt', 'turmeric', 'powder', 'ginger/garlic', 'mix', 'and', 'green', 'chili', 'cook', 'for', '15', 'to', '20', 'minutes', 'until', 'the', 'daal', 'becomes', 'soft', 'and', 'has', 'a', 'creamy', 'consistency', 'add', 'water', 'as', 'necessary', 'heat', 'the', 'cooking', 'oil', 'in', 'a', 'fry', 'pan', 'until', 'it', 'is', 'quite', 'hot', 'add', 'the', 'cumin', 'and', 'mustard', 'seeds', 'to', 'the', 'oil', 'fry', 'briefly', 'on', 'high', 'add', 'the', 'curry', 'leaves', 'and', 'onion', 'cook', 'a', 'few', 'more', 'minutes', 'add', 'the', 'tomato', 'chili', 'powder', 'and', '1/2', 'the', 'coriander', 'leaves', 'fry', 'a', 'few', 'more', 'minutes', 'remove', 'this', 'onion-tomato', 'mixture', 'the', 'tardka', 'from', 'the', 'heat', 'and', 'pour', 'over', 'the', 'daal', 'sprinkle', 'with', 'the', 'remaining', 'coriander', 'leaves']","['wash', 'daal', 'lentils', 'thoroughly', 'place', 'heavy', 'bottomed', 'pan', 'water', 'cook', 'partially', 'covered', 'medium', 'heat', 'reaches', 'boil', 'stir', 'frequently', 'skim', 'froth', 'rises', 'top', 'add', 'salt', 'turmeric', 'powder', 'ginger/garlic', 'mix', 'green', 'chili', 'cook', 'daal', 'becomes', 'soft', 'creamy', 'consistency', 'add', 'water', 'necessary', 'heat', 'cooking', 'oil', 'fry', 'pan', 'quite', 'hot', 'add', 'cumin', 'mustard', 'seeds', 'oil', 'fry', 'briefly', 'high', 'add', 'curry', 'leaves', 'onion', 'cook', 'add', 'tomato', 'chili', 'powder', 'coriander', 'leaves', 'fry', 'remove', 'onion', 'tomato', 'mixture', 'tardka', 'heat', 'pour', 'daal', 'sprinkle', 'remaining', 'coriander', 'leaves']",Indian
6621,"['pressure', 'cook', 'the', 'toor', 'dal', 'add', 'turmeric', 'and', 'asofoetida', 'mash', 'the', 'dal', 'add', 'tamarind', 'pulp', 'and', 'chilli', 'powder', 'add', 'water', 'to', 'make', 'it', 'of', 'pouring', 'consistency', 'heat', 'oil', 'in', 'a', 'vessel', 'add', 'asofoetida', 'and', 'mustard', 'seeds', 'once', 'the', 'latter', 'stop', 'spluttering', 'add', 'bay', 'leaves', 'and', 'the', 'crushed', 'garlic', 'add', 'the', 'dal', 'once', 'the', 'garlic', 'turns', 'golden', 'brown', 'add', 'salt', 'and', 'jaggery', 'boil', 'well', 'remove', 'from', 'fire', 'and', 'garnish', 'with', 'corriander', 'leaves', 'serve', 'hot', 'with', 'rice', 'or', 'rotis']","['pressure', 'cook', 'toor', 'dal', 'add', 'turmeric', 'asofoetida', 'mash', 'dal', 'add', 'tamarind', 'pulp', 'chilli', 'powder', 'add', 'water', 'make', 'pouring', 'consistency', 'heat', 'oil', 'vessel', 'add', 'asofoetida', 'mustard', 'seeds', 'latter', 'stop', 'spluttering', 'add', 'bay', 'leaves', 'crushed', 'garlic', 'add', 'dal', 'garlic', 'turns', 'golden', 'brown', 'add', 'salt', 'jaggery', 'boil', 'well', 'remove', 'fire', 'garnish', 'corriander', 'leaves', 'serve', 'hot', 'rice', 'rotis']",Indian
1762,"['brown', 'ground', 'beef', 'and', 'onion', 'drain', 'stir', 'in', 'marinara', 'sauce', 'and', 'i', 'add', 'a', 'little', 'salt', 'and', 'pepper', 'in', 'a', 'medium-sized', 'bowl', 'combine', 'sour', 'cream', 'and', 'mozzarella', 'cheese', 'pour', 'ground', 'beef', 'mixture', 'into', 'a', '2', '1/2', 'quart', 'casserole', 'dish', 'spoon', 'cheese', 'mixture', 'over', 'beef', 'mixture', 'unroll', 'crescent', 'roll', 'dough', 'on', 'top', 'of', 'cheese', 'mixture', 'in', 'a', 'small', 'bowl', 'combine', 'melted', 'butter', 'and', 'parmesan', 'cheese', 'spread', 'butter', 'mixture', 'over', 'dough', 'bake', 'at', '375', 'for', '20-25', 'minutes', 'until', 'the', 'dough', 'is', 'golden', 'brown']","['brown', 'ground', 'beef', 'onion', 'drain', 'stir', 'marinara', 'sauce', 'add', 'little', 'salt', 'pepper', 'medium', 'sized', 'bowl', 'combine', 'sour', 'cream', 'mozzarella', 'cheese', 'pour', 'ground', 'beef', 'mixture', 'casserole', 'dish', 'spoon', 'cheese', 'mixture', 'beef', 'mixture', 'unroll', 'crescent', 'roll', 'dough', 'top', 'cheese', 'mixture', 'small', 'bowl', 'combine', 'melted', 'butter', 'parmesan', 'cheese', 'spread', 'butter', 'mixture', 'dough', 'bake', 'dough', 'golden', 'brown']",Italian
4907,"['for', 'the', 'dough', 'pour', 'in', 'your', 'hot', 'water', 'and', 'yeast', 'into', 'your', 'breadmaker', 'start', 'the', 'breadmaker', 'on', 'the', 'dough', 'setting', 'after', '10', 'minutes', 'add', 'the', 'rest', 'of', 'the', 'ingredients', 'and', 'let', 'run', 'until', 'dough', 'setting', 'is', 'completed', 'while', 'that', 'is', 'going', 'make', 'your', 'sauce', 'in', 'a', 'seperate', 'glass', 'bowl', 'first', 'put', 'the', 'roma', 'tomatoes', 'in', 'and', 'squish', 'with', 'your', 'hands', 'until', 'you', 'feel', 'they', 'are', 'in', 'small', 'chunks', 'then', 'add', 'the', 'rest', 'in', 'and', 'allow', 'to', 'marinate', 'once', 'that', 'is', 'done', 'before', 'the', 'dough', 'is', 'ready', 'start', 'on', 'your', 'toppings', 'slicing', 'grilling', 'crumbling', 'whatever', 'you', ""'re"", 'going', 'to', 'use', 'and', 'grate', 'your', 'mozzarella', 'keep', 'in', 'fridge', 'until', 'ready', 'to', 'top', 'preheat', 'your', 'oven', 'to', '500', 'when', 'dough', 'is', 'done', 'heavily', 'oil', 'your', 'pizza', 'stone', 'if', 'you', 'do', ""n't"", 'have', 'one', 'go', 'to', 'home', 'depot', 'and', 'get', 'a', 'nice', 'large', 'tile', 'and', 'use', 'the', 'side', 'that', 'is', ""n't"", 'coated', 'for', 'your', 'pizza', 'stone', 'roll', 'out', 'your', 'dough', 'and', 'throw', 'on', 'your', 'pizza', 'stone', 'baste', 'the', 'top', 'with', 'olive', 'oil', 'as', 'well', 'sprinkle', 'edges', 'with', '1/3', 'cup', 'parmesan', 'mixed', 'with', '2', 'tsp', 'weber', 'beer', 'can', 'chicken', 'seasonings', 'cook', 'alone', 'in', 'oven', 'for', '8-12', 'minutes', 'or', 'so', 'check', 'the', 'dough', 'in', 'the', 'middle', 'when', 'done', 'and', 'make', 'sure', 'it', ""'s"", 'heated', 'throughout', 'lower', 'oven', 'to', '350', 'spoon', 'on', 'your', 'tomato', 'mixture', 'evenly', 'add', 'your', 'cheese', 'and', 'toppings', 'heat', 'another', '8-10', 'minutes', 'being', 'careful', 'not', 'to', 'burn', 'the', 'sides', 'of', 'the', 'pizza', 'but', 'letting', 'the', 'cheese', 'bubble', 'enjoy']","['dough', 'pour', 'hot', 'water', 'yeast', 'breadmaker', 'start', 'breadmaker', 'dough', 'setting', 'add', 'rest', 'ingredients', 'let', 'run', 'dough', 'setting', 'completed', 'going', 'make', 'sauce', 'seperate', 'glass', 'bowl', 'first', 'put', 'roma', 'tomatoes', 'squish', 'hands', 'feel', 'small', 'chunks', 'add', 'rest', 'allow', 'marinate', 'done', 'dough', 'ready', 'start', 'toppings', 'slicing', 'grilling', 'crumbling', 'whatever', 'going', 'use', 'grate', 'mozzarella', 'keep', 'fridge', 'ready', 'top', 'preheat', 'oven', 'dough', 'done', 'heavily', 'oil', 'pizza', 'stone', 'one', 'go', 'home', 'depot', 'get', 'nice', 'large', 'tile', 'use', 'side', 'coated', 'pizza', 'stone', 'roll', 'dough', 'throw', 'pizza', 'stone', 'baste', 'top', 'olive', 'oil', 'well', 'sprinkle', 'edges', 'parmesan', 'mixed', 'weber', 'beer', 'chicken', 'seasonings', 'cook', 'alone', 'oven', 'check', 'dough', 'middle', 'done', 'make', 'sure', 'heated', 'throughout', 'lower', 'oven', 'spoon', 'tomato', 'mixture', 'evenly', 'add', 'cheese', 'toppings', 'heat', 'another', 'careful', 'burn', 'sides', 'pizza', 'letting', 'cheese', 'bubble', 'enjoy']",Italian
7674,"['mash', 'potaatoes', 'in', 'medium', 'bowl', 'set', 'aside', 'dip', 'bread', 'slices', 'into', 'warm', 'water', 'just', 'until', 'moist', 'immediately', 'remove', 'slices', 'and', 'press', 'between', 'palms', 'of', 'hands', 'squeezing', 'the', 'water', 'out', 'completely', 'add', 'bread', 'to', 'potatotes', 'place', 'cilantro', 'chilies', 'and', 'garlic', 'in', 'food', 'processor', 'cover', 'and', 'process', 'until', 'finely', 'ground', 'add', 'to', 'potato-bread', 'mixture', 'add', 'salt', 'and', 'garam', 'masala', 'mix', 'well', 'knead', 'potato-bread', 'mixture', 'in', 'bowl', '3', 'to', '5', 'minutes', 'to', 'form', 'a', 'compact', 'slightly', 'sticky', 'dough', 'heat', 'oil', '2', 'to', '3', 'inches', 'deep', 'in', 'wok', 'or', 'dutch', 'oven', 'over', 'medium', 'high', 'heat', 'until', 'thermometer', 'inserted', 'in', 'oil', 'reads', '350', 'degrees', 'f.', 'grease', 'palms', 'of', 'hands', 'with', 'additional', 'oil', 'divide', 'dough', 'into', '18', 'pieces', 'shape', 'each', 'piece', 'into', 'a', 'ball', 'flatten', 'ball', 'into', '1/2-inch', 'patty', 'set', 'aside', 'carefully', 'drop', 'about', 'half', 'of', 'the', 'patties', 'into', 'hot', 'oil', 'and', 'fry', '3', 'to', '5', 'minutes', 'turning', 'occasionally', 'until', 'golden', 'brown', 'remove', 'with', 'slotted', 'spoon', 'drain', 'on', 'paper', 'towels', 'serve', 'croquettes', 'as', 'is', 'or', 'with', 'chutney']","['mash', 'potaatoes', 'medium', 'bowl', 'set', 'aside', 'dip', 'bread', 'slices', 'warm', 'water', 'moist', 'immediately', 'remove', 'slices', 'press', 'palms', 'hands', 'squeezing', 'water', 'completely', 'add', 'bread', 'potatotes', 'place', 'cilantro', 'chilies', 'garlic', 'food', 'processor', 'cover', 'process', 'finely', 'ground', 'add', 'potato', 'bread', 'mixture', 'add', 'salt', 'garam', 'masala', 'mix', 'well', 'knead', 'potato', 'bread', 'mixture', 'bowl', 'form', 'compact', 'slightly', 'sticky', 'dough', 'heat', 'oil', 'deep', 'wok', 'dutch', 'oven', 'medium', 'high', 'heat', 'thermometer', 'inserted', 'oil', 'reads', 'f.', 'grease', 'palms', 'hands', 'additional', 'oil', 'divide', 'dough', 'pieces', 'shape', 'piece', 'ball', 'flatten', 'ball', '1/2', 'inch', 'patty', 'set', 'aside', 'carefully', 'drop', 'half', 'patties', 'hot', 'oil', 'fry', 'turning', 'occasionally', 'golden', 'brown', 'remove', 'slotted', 'spoon', 'drain', 'paper', 'towels', 'serve', 'croquettes', 'chutney']",Indian
6460,"['cook', 'spaghetti', 'until', 'al', 'dente', 'return', 'the', 'spaghetti', 'to', 'the', 'still-hot', 'saucepan', 'and', 'toss', 'it', 'with', 'two', 'forks', 'with', 'a', 'tablespoonful', 'of', 'butter', 'see', 'that', 'every', 'strand', 'of', 'spaghetti', 'is', 'coated', 'with', 'the', 'butter', 'in', 'a', 'small', 'pan', 'heat', 'the', 'oil', 'and', 'fry', 'the', 'chopped', 'garlic', 'in', 'it', 'for', 'a', 'minute', 'or', 'two', 'then', 'add', 'the', 'tomato', 'paste', 'and', 'season', 'with', 'salt', 'and', 'a', 'good', 'grate', 'of', 'black', 'pepper', 'take', 'the', 'pan', 'off', 'the', 'heat', 'add', 'the', 'yogurt', 'and', 'pour', 'the', 'mixture', 'over', 'the', 'spaghetti']","['cook', 'spaghetti', 'al', 'dente', 'return', 'spaghetti', 'still', 'hot', 'saucepan', 'toss', 'two', 'forks', 'tablespoonful', 'butter', 'see', 'every', 'strand', 'spaghetti', 'coated', 'butter', 'small', 'pan', 'heat', 'oil', 'fry', 'chopped', 'garlic', 'two', 'add', 'tomato', 'paste', 'season', 'salt', 'good', 'grate', 'black', 'pepper', 'take', 'pan', 'heat', 'add', 'yogurt', 'pour', 'mixture', 'spaghetti']",Italian
1329,"['in', 'a', 'small', 'stainless', 'pan', 'heat', 'oil', 'and', 'butter', 'over', 'medium', 'heat', 'add', 'bacon', 'and', 'cool', 'till', 'brown', 'but', 'not', 'crisp', 'about', '4', 'minutes', 'add', 'garlic', 'wine', 'and', 'pepper', 'simmer', 'until', 'wine', 'is', 'reduced', 'about', '3', 'minutes', 'remove', 'from', 'heat', 'in', 'large', 'bowl', 'whisk', 'together', 'eggs', 'cheese', 'and', 'salt', 'in', 'large', 'pot', 'of', 'boiling', 'water', 'cook', 'pasta', 'until', 'just', 'done', 'al', 'dente', 'drain', 'pasta', 'and', 'add', 'it', 'to', 'egg', 'mixture', 'immediately', 'the', 'pasta', 'will', 'cook', 'the', 'eggs', 'toss', 'quickly', 'pour', 'the', 'bacon', 'mixture', 'over', 'linguine', 'toss', 'with', 'fresh', 'parsley', 'and', 'serve', 'immediately']","['small', 'stainless', 'pan', 'heat', 'oil', 'butter', 'medium', 'heat', 'add', 'bacon', 'cool', 'till', 'brown', 'crisp', 'add', 'garlic', 'wine', 'pepper', 'simmer', 'wine', 'reduced', 'remove', 'heat', 'large', 'bowl', 'whisk', 'together', 'eggs', 'cheese', 'salt', 'large', 'pot', 'boiling', 'water', 'cook', 'pasta', 'done', 'al', 'dente', 'drain', 'pasta', 'add', 'egg', 'mixture', 'immediately', 'pasta', 'cook', 'eggs', 'toss', 'quickly', 'pour', 'bacon', 'mixture', 'linguine', 'toss', 'fresh', 'parsley', 'serve', 'immediately']",Italian
3049,"['melt', 'butter', 'in', 'large', 'skillet', 'saute', 'shallots', 'and', 'scallions', 'until', 'soft', 'add', 'worcestershire', 'sauce', 'basil', 'salt', 'pepper', 'add', 'shrimp', 'and', 'crab', 'meat', 'stir', 'until', 'shrimp', 'are', 'pink', 'add', 'sour', 'cream', 'heavy', 'cream', 'parmesan', 'cheese', 'and', 'heat', 'thoroughly', 'do', 'not', 'boil', 'fold', 'the', 'sauce', 'into', 'the', 'fettuccini', 'which', 'has', 'been', 'boiled', 'to', 'al', 'dente', 'in', 'salted', 'water', 'and', 'drained', 'sprinkle', 'with', 'parsley', 'and', 'parmesan', 'cheese']","['melt', 'butter', 'large', 'skillet', 'saute', 'shallots', 'scallions', 'soft', 'add', 'worcestershire', 'sauce', 'basil', 'salt', 'pepper', 'add', 'shrimp', 'crab', 'meat', 'stir', 'shrimp', 'pink', 'add', 'sour', 'cream', 'heavy', 'cream', 'parmesan', 'cheese', 'heat', 'thoroughly', 'boil', 'fold', 'sauce', 'fettuccini', 'boiled', 'al', 'dente', 'salted', 'water', 'drained', 'sprinkle', 'parsley', 'parmesan', 'cheese']",Italian
10375,"['skin', 'the', 'chicken', 'pieces', 'and', 'cut', 'two', 'slits', 'into', 'each', 'piece', 'arrange', 'them', 'single', 'layer', 'in', 'a', 'glass', 'or', 'ceramic', 'dish', 'and', 'pour', 'the', 'lemon', 'juice', 'over', 'them', 'combine', 'the', 'remaining', 'ingredients', 'and', 'pour', 'the', 'sauce', 'over', 'the', 'chicken', 'pieces', 'turning', 'them', 'to', 'coat', 'throughly', 'cover', 'with', 'plastic', 'wrap', 'and', 'chill', 'overnight', 'preheat', 'the', 'oven', 'to', '425°f', 'remove', 'chicken', 'from', 'the', 'marinade', 'and', 'arrange', 'single', 'layer', 'on', 'a', 'baking', 'sheet', 'bake', 'for', '15', 'minutes', 'turn', 'over', 'and', 'bake', 'for', 'another', '15', 'minutes', 'or', 'until', 'tender', 'serve', 'with', 'a', 'fresh', 'garden', 'salad', 'and', 'enjoy']","['skin', 'chicken', 'pieces', 'cut', 'two', 'slits', 'piece', 'arrange', 'single', 'layer', 'glass', 'ceramic', 'dish', 'pour', 'lemon', 'juice', 'combine', 'remaining', 'ingredients', 'pour', 'sauce', 'chicken', 'pieces', 'turning', 'coat', 'throughly', 'cover', 'plastic', 'wrap', 'chill', 'overnight', 'preheat', 'oven', '425°f', 'remove', 'chicken', 'marinade', 'arrange', 'single', 'layer', 'baking', 'sheet', 'bake', 'turn', 'bake', 'another', 'tender', 'serve', 'fresh', 'garden', 'salad', 'enjoy']",Indian
4008,"['in', 'a', 'large', 'pot', 'bring', '6', 'cups', 'of', 'water', 'and', '1', 'tsp', 'salt', 'to', 'a', 'rolling', 'boil', 'add', 'the', 'pasta', 'and', 'cook', 'per', 'package', 'directions', 'when', 'there', 'is', 'one', 'minute', 'left', 'for', 'the', 'pasta', 'to', 'cook', 'to', 'al', 'dente', 'add', 'the', 'peas', 'and', 'stir', 'slowly', 'when', 'pasta', 'is', 'done', 'drain', 'into', 'a', 'colander', 'and', 'run', 'cold', 'water', 'over', 'the', 'mixed', 'pasta', 'and', 'peas', 'drain', 'well', 'in', 'a', 'large', 'mixing', 'bowl', 'add', 'the', 'pesto', 'sauce', 'and', 'then', 'pour', 'the', 'pasta', 'and', 'peas', 'into', 'the', 'mixing', 'bowl', 'top', 'with', 'the', 'chicken', 'and', 'feta', 'cheese', 'and', 'mix', 'well', 'serve', 'immediately', 'or', 'chill', 'covered', 'in', 'a', 'refrigerator', 'serve', 'within', '5', 'days']","['large', 'pot', 'bring', 'water', 'salt', 'rolling', 'boil', 'add', 'pasta', 'cook', 'per', 'package', 'directions', 'one', 'left', 'pasta', 'cook', 'al', 'dente', 'add', 'peas', 'stir', 'slowly', 'pasta', 'done', 'drain', 'colander', 'run', 'cold', 'water', 'mixed', 'pasta', 'peas', 'drain', 'well', 'large', 'mixing', 'bowl', 'add', 'pesto', 'sauce', 'pour', 'pasta', 'peas', 'mixing', 'bowl', 'top', 'chicken', 'feta', 'cheese', 'mix', 'well', 'serve', 'immediately', 'chill', 'covered', 'refrigerator', 'serve', 'within', 'days']",Italian
10959,"['preheat', 'oven', 'to', '375°f', 'place', 'rice', 'in', 'fine-mesh', 'strainer', 'and', 'rinse', 'under', 'running', 'water', 'until', 'water', 'runs', 'clear', 'add', 'oil', 'to', 'a', 'dutch', 'oven', 'over', 'high', 'heat', 'when', 'it', 'shimmers', 'add', 'peppercorns', 'and', 'cover', 'cook', '1', 'minute', 'some', 'of', 'the', 'peppercorns', 'should', 'start', 'to', 'pop', 'reduce', 'heat', 'to', 'medium', 'and', 'add', 'onions', 'stir', 'well', 'then', 'cook', '2', 'minutes', 'add', 'zucchini', 'carrot', 'and', 'serrano', 'pepper', 'cook', 'until', 'vegetables', 'are', 'tender', '4-5', 'minutes', 'add', '3', 'tbsp', 'almonds', 'and', 'toss', 'until', 'almonds', 'are', 'toasted', '2-3', 'minutes', 'add', '1/2', 'tsp', 'salt', 'add', 'rice', 'and', 'stir', 'well', 'to', 'coat', 'with', 'oil', 'and', 'distribute', 'vegetables', 'add', 'remaining', 'salt', 'sugar', 'coconut', 'milk', 'and', 'water', 'turn', 'heat', 'up', 'to', 'high', 'when', 'liquid', 'comes', 'to', 'a', 'full', 'boil', 'stir', 'once', 'more', 'then', 'cover', 'and', 'move', 'to', 'oven', 'bake', '25', 'minutes', 'until', 'liquid', 'is', 'fully', 'absorbed', 'remove', 'from', 'oven', 'but', 'do', 'not', 'remove', 'lid', 'for', 'another', '5', 'minutes', 'fluff', 'with', 'a', 'fork', 'transfer', 'to', 'a', 'serving', 'bowl', 'sprinkle', 'with', 'remaining', 'almonds', 'and', 'chopped', 'cilantro', 'and', 'serve']","['preheat', 'oven', '375°f', 'place', 'rice', 'fine', 'mesh', 'strainer', 'rinse', 'running', 'water', 'water', 'runs', 'clear', 'add', 'oil', 'dutch', 'oven', 'high', 'heat', 'shimmers', 'add', 'peppercorns', 'cover', 'cook', 'peppercorns', 'start', 'pop', 'reduce', 'heat', 'medium', 'add', 'onions', 'stir', 'well', 'cook', 'add', 'zucchini', 'carrot', 'serrano', 'pepper', 'cook', 'vegetables', 'tender', 'add', 'almonds', 'toss', 'almonds', 'toasted', 'add', 'salt', 'add', 'rice', 'stir', 'well', 'coat', 'oil', 'distribute', 'vegetables', 'add', 'remaining', 'salt', 'sugar', 'coconut', 'milk', 'water', 'turn', 'heat', 'high', 'liquid', 'comes', 'full', 'boil', 'stir', 'cover', 'move', 'oven', 'bake', 'liquid', 'fully', 'absorbed', 'remove', 'oven', 'remove', 'lid', 'another', 'fluff', 'fork', 'transfer', 'serving', 'bowl', 'sprinkle', 'remaining', 'almonds', 'chopped', 'cilantro', 'serve']",Indian
